MesAnoEstado;IQA;area há;PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr))
202211AC;43.73604;2004.3457439209;990,6;31,2;74.0;31.0
202211AC;43.73604;0.528358068847656;990,6;31,2;74.0;31.0
202211AC;43.73604;3.42895758056641;990,6;31,2;74.0;31.0
202211AC;43.73604;5929.26770351563;990,6;31,2;74.0;31.0
202211AC;43.73604;32.06071138916015;989,6;32,7;66.0;16.0
202211AC;43.73604;2004.3457439209;989,6;32,7;66.0;16.0
202211AC;43.73604;0.528358068847656;989,6;32,7;66.0;16.0
202211AC;43.73604;3.42895758056641;989,6;32,7;66.0;16.0
202211AC;43.73604;5929.26770351563;989,6;32,7;66.0;16.0
202211AC;43.73604;32.06071138916015;988,4;33,3;59.0;11.0
202211AC;43.73604;2004.3457439209;988,4;33,3;59.0;11.0
202211AC;43.73604;0.528358068847656;988,4;33,3;59.0;11.0
202211AC;43.73604;3.42895758056641;988,4;33,3;59.0;11.0
202211AC;43.73604;5929.26770351563;988,4;33,3;59.0;11.0
202211AC;43.73604;32.06071138916015;987,1;34,3;55.0;342.0
202211AC;43.73604;2004.3457439209;987,1;34,3;55.0;342.0
202211AC;43.73604;0.528358068847656;987,1;34,3;55.0;342.0
202211AC;43.73604;3.42895758056641;987,1;34,3;55.0;342.0
202211AC;43.73604;5929.26770351563;987,1;34,3;55.0;342.0
202211AC;43.73604;32.06071138916015;985,9;34,9;51.0;22.0
202211AC;43.73604;2004.3457439209;985,9;34,9;51.0;22.0
202211AC;43.73604;0.528358068847656;985,9;34,9;51.0;22.0
202211AC;43.73604;3.42895758056641;985,9;34,9;51.0;22.0
202211AC;43.73604;5929.26770351563;985,9;34,9;51.0;22.0
202211AC;43.73604;32.06071138916015;984,5;35,6;49.0;87.0
202211AC;43.73604;2004.3457439209;984,5;35,6;49.0;87.0
202211AC;43.73604;0.528358068847656;984,5;35,6;49.0;87.0
202211AC;43.73604;3.42895758056641;984,5;35,6;49.0;87.0
202211AC;43.73604;5929.26770351563;984,5;35,6;49.0;87.0
202211AC;43.73604;32.06071138916015;983,7;35;50.0;97.0
202211AC;43.73604;2004.3457439209;983,7;35;50.0;97.0
202211AC;43.73604;0.528358068847656;983,7;35;50.0;97.0
202211AC;43.73604;3.42895758056641;983,7;35;50.0;97.0
202211AC;43.73604;5929.26770351563;983,7;35;50.0;97.0
202211AC;43.73604;32.06071138916015;983,2;33,6;59.0;79.0
202211AC;43.73604;2004.3457439209;983,2;33,6;59.0;79.0
202211AC;43.73604;0.528358068847656;983,2;33,6;59.0;79.0
202211AC;43.73604;3.42895758056641;983,2;33,6;59.0;79.0
202211AC;43.73604;5929.26770351563;983,2;33,6;59.0;79.0
202211AC;43.73604;32.06071138916015;983,2;32,5;79.0;113.0
202211AC;43.73604;2004.3457439209;983,2;32,5;79.0;113.0
202211AC;43.73604;0.528358068847656;983,2;32,5;79.0;113.0
202211AC;43.73604;3.42895758056641;983,2;32,5;79.0;113.0
202211AC;43.73604;5929.26770351563;983,2;32,5;79.0;113.0
202211AC;43.73604;32.06071138916015;983,8;27,4;89.0;62.0
202211AC;43.73604;2004.3457439209;983,8;27,4;89.0;62.0
202211AC;43.73604;0.528358068847656;983,8;27,4;89.0;62.0
202211AC;43.73604;3.42895758056641;983,8;27,4;89.0;62.0
202211AC;43.73604;5929.26770351563;983,8;27,4;89.0;62.0
202211AC;43.73604;32.06071138916015;984,9;27,4;94.0;80.0
202211AC;43.73604;2004.3457439209;984,9;27,4;94.0;80.0
202211AC;43.73604;0.528358068847656;984,9;27,4;94.0;80.0
202211AC;43.73604;3.42895758056641;984,9;27,4;94.0;80.0
202211AC;43.73604;5929.26770351563;984,9;27,4;94.0;80.0
202211AC;43.73604;32.06071138916015;986,5;27;89.0;127.0
202211AC;43.73604;2004.3457439209;986,5;27;89.0;127.0
202211AC;43.73604;0.528358068847656;986,5;27;89.0;127.0
202211AC;43.73604;3.42895758056641;986,5;27;89.0;127.0
202211AC;43.73604;5929.26770351563;986,5;27;89.0;127.0
202211AC;43.73604;32.06071138916015;987,7;24,9;98.0;99.0
202211AC;43.73604;2004.3457439209;987,7;24,9;98.0;99.0
202211AC;43.73604;0.528358068847656;987,7;24,9;98.0;99.0
202211AC;43.73604;3.42895758056641;987,7;24,9;98.0;99.0
202211AC;43.73604;5929.26770351563;987,7;24,9;98.0;99.0
202211AC;43.73604;32.06071138916015;987,9;23,7;99.0;161.0
202211AC;43.73604;2004.3457439209;987,9;23,7;99.0;161.0
202211AC;43.73604;0.528358068847656;987,9;23,7;99.0;161.0
202211AC;43.73604;3.42895758056641;987,9;23,7;99.0;161.0
202211AC;43.73604;5929.26770351563;987,9;23,7;99.0;161.0
202211AC;43.73604;32.06071138916015;987,4;23,2;100.0;152.0
202211AC;43.73604;2004.3457439209;987,4;23,2;100.0;152.0
202211AC;43.73604;0.528358068847656;987,4;23,2;100.0;152.0
202211AC;43.73604;3.42895758056641;987,4;23,2;100.0;152.0
202211AC;43.73604;5929.26770351563;987,4;23,2;100.0;152.0
202211AC;43.73604;32.06071138916015;987,1;22,8;100.0;48.0
202211AC;43.73604;2004.3457439209;987,1;22,8;100.0;48.0
202211AC;43.73604;0.528358068847656;987,1;22,8;100.0;48.0
202211AC;43.73604;3.42895758056641;987,1;22,8;100.0;48.0
202211AC;43.73604;5929.26770351563;987,1;22,8;100.0;48.0
202211AC;43.73604;32.06071138916015;986,6;22,4;100.0;45.0
202211AC;43.73604;2004.3457439209;986,6;22,4;100.0;45.0
202211AC;43.73604;0.528358068847656;986,6;22,4;100.0;45.0
202211AC;43.73604;3.42895758056641;986,6;22,4;100.0;45.0
202211AC;43.73604;5929.26770351563;986,6;22,4;100.0;45.0
202211AC;43.73604;32.06071138916015;986,5;22,1;100.0;107.0
202211AC;43.73604;2004.3457439209;986,5;22,1;100.0;107.0
202211AC;43.73604;0.528358068847656;986,5;22,1;100.0;107.0
202211AC;43.73604;3.42895758056641;986,5;22,1;100.0;107.0
202211AC;43.73604;5929.26770351563;986,5;22,1;100.0;107.0
202211AC;43.73604;32.06071138916015;986,9;21,6;100.0;156.0
202211AC;43.73604;2004.3457439209;986,9;21,6;100.0;156.0
202211AC;43.73604;0.528358068847656;986,9;21,6;100.0;156.0
202211AC;43.73604;3.42895758056641;986,9;21,6;100.0;156.0
202211AC;43.73604;5929.26770351563;986,9;21,6;100.0;156.0
202211AC;43.73604;32.06071138916015;987,3;21,7;100.0;102.0
202211AC;43.73604;2004.3457439209;987,3;21,7;100.0;102.0
202211AC;43.73604;0.528358068847656;987,3;21,7;100.0;102.0
202211AC;43.73604;3.42895758056641;987,3;21,7;100.0;102.0
202211AC;43.73604;5929.26770351563;987,3;21,7;100.0;102.0
202211AC;43.73604;32.06071138916015;987,9;21,7;100.0;86.0
202211AC;43.73604;2004.3457439209;987,9;21,7;100.0;86.0
202211AC;43.73604;0.528358068847656;987,9;21,7;100.0;86.0
202211AC;43.73604;3.42895758056641;987,9;21,7;100.0;86.0
202211AC;43.73604;5929.26770351563;987,9;21,7;100.0;86.0
202211AC;43.73604;32.06071138916015;988,3;24,4;100.0;110.0
202211AC;43.73604;2004.3457439209;988,3;24,4;100.0;110.0
202211AC;43.73604;0.528358068847656;988,3;24,4;100.0;110.0
202211AC;43.73604;3.42895758056641;988,3;24,4;100.0;110.0
202211AC;43.73604;5929.26770351563;988,3;24,4;100.0;110.0
202211AC;43.73604;32.06071138916015;988,9;26;100.0;43.0
202211AC;43.73604;2004.3457439209;988,9;26;100.0;43.0
202211AC;43.73604;0.528358068847656;988,9;26;100.0;43.0
202211AC;43.73604;3.42895758056641;988,9;26;100.0;43.0
202211AC;43.73604;5929.26770351563;988,9;26;100.0;43.0
202211AC;43.73604;32.06071138916015;989,1;30;90.0;31.0
202211AC;43.73604;2004.3457439209;989,1;30;90.0;31.0
202211AC;43.73604;0.528358068847656;989,1;30;90.0;31.0
202211AC;43.73604;3.42895758056641;989,1;30;90.0;31.0
202211AC;43.73604;5929.26770351563;989,1;30;90.0;31.0
202211AC;43.73604;32.06071138916015;988,4;31,7;73.0;54.0
202211AC;43.73604;2004.3457439209;988,4;31,7;73.0;54.0
202211AC;43.73604;0.528358068847656;988,4;31,7;73.0;54.0
202211AC;43.73604;3.42895758056641;988,4;31,7;73.0;54.0
202211AC;43.73604;5929.26770351563;988,4;31,7;73.0;54.0
202211AC;43.73604;32.06071138916015;987,7;34,4;66.0;348.0
202211AC;43.73604;2004.3457439209;987,7;34,4;66.0;348.0
202211AC;43.73604;0.528358068847656;987,7;34,4;66.0;348.0
202211AC;43.73604;3.42895758056641;987,7;34,4;66.0;348.0
202211AC;43.73604;5929.26770351563;987,7;34,4;66.0;348.0
202211AC;43.73604;32.06071138916015;986,8;34,6;56.0;25.0
202211AC;43.73604;2004.3457439209;986,8;34,6;56.0;25.0
202211AC;43.73604;0.528358068847656;986,8;34,6;56.0;25.0
202211AC;43.73604;3.42895758056641;986,8;34,6;56.0;25.0
202211AC;43.73604;5929.26770351563;986,8;34,6;56.0;25.0
202211AC;43.73604;32.06071138916015;985,8;35,9;53.0;50.0
202211AC;43.73604;2004.3457439209;985,8;35,9;53.0;50.0
202211AC;43.73604;0.528358068847656;985,8;35,9;53.0;50.0
202211AC;43.73604;3.42895758056641;985,8;35,9;53.0;50.0
202211AC;43.73604;5929.26770351563;985,8;35,9;53.0;50.0
202211AC;43.73604;32.06071138916015;984,4;35,7;52.0;54.0
202211AC;43.73604;2004.3457439209;984,4;35,7;52.0;54.0
202211AC;43.73604;0.528358068847656;984,4;35,7;52.0;54.0
202211AC;43.73604;3.42895758056641;984,4;35,7;52.0;54.0
202211AC;43.73604;5929.26770351563;984,4;35,7;52.0;54.0
202211AC;43.73604;32.06071138916015;982,9;35,9;50.0;24.0
202211AC;43.73604;2004.3457439209;982,9;35,9;50.0;24.0
202211AC;43.73604;0.528358068847656;982,9;35,9;50.0;24.0
202211AC;43.73604;3.42895758056641;982,9;35,9;50.0;24.0
202211AC;43.73604;5929.26770351563;982,9;35,9;50.0;24.0
202211AC;43.73604;32.06071138916015;981,8;35,3;48.0;78.0
202211AC;43.73604;2004.3457439209;981,8;35,3;48.0;78.0
202211AC;43.73604;0.528358068847656;981,8;35,3;48.0;78.0
202211AC;43.73604;3.42895758056641;981,8;35,3;48.0;78.0
202211AC;43.73604;5929.26770351563;981,8;35,3;48.0;78.0
202211AC;43.73604;32.06071138916015;981,5;34,7;57.0;59.0
202211AC;43.73604;2004.3457439209;981,5;34,7;57.0;59.0
202211AC;43.73604;0.528358068847656;981,5;34,7;57.0;59.0
202211AC;43.73604;3.42895758056641;981,5;34,7;57.0;59.0
202211AC;43.73604;5929.26770351563;981,5;34,7;57.0;59.0
202211AC;43.73604;32.06071138916015;981,6;33,2;76.0;270.0
202211AC;43.73604;2004.3457439209;981,6;33,2;76.0;270.0
202211AC;43.73604;0.528358068847656;981,6;33,2;76.0;270.0
202211AC;43.73604;3.42895758056641;981,6;33,2;76.0;270.0
202211AC;43.73604;5929.26770351563;981,6;33,2;76.0;270.0
202211AC;43.73604;32.06071138916015;982,7;28,4;88.0;157.0
202211AC;43.73604;2004.3457439209;982,7;28,4;88.0;157.0
202211AC;43.73604;0.528358068847656;982,7;28,4;88.0;157.0
202211AC;43.73604;3.42895758056641;982,7;28,4;88.0;157.0
202211AC;43.73604;5929.26770351563;982,7;28,4;88.0;157.0
202211AC;43.73604;32.06071138916015;984,4;26,2;95.0;203.0
202211AC;43.73604;2004.3457439209;984,4;26,2;95.0;203.0
202211AC;43.73604;0.528358068847656;984,4;26,2;95.0;203.0
202211AC;43.73604;3.42895758056641;984,4;26,2;95.0;203.0
202211AC;43.73604;5929.26770351563;984,4;26,2;95.0;203.0
202211AC;43.73604;32.06071138916015;985,6;25,8;98.0;354.0
202211AC;43.73604;2004.3457439209;985,6;25,8;98.0;354.0
202211AC;43.73604;0.528358068847656;985,6;25,8;98.0;354.0
202211AC;43.73604;3.42895758056641;985,6;25,8;98.0;354.0
202211AC;43.73604;5929.26770351563;985,6;25,8;98.0;354.0
202211AC;43.73604;32.06071138916015;986,3;25;99.0;31.0
202211AC;43.73604;2004.3457439209;986,3;25;99.0;31.0
202211AC;43.73604;0.528358068847656;986,3;25;99.0;31.0
202211AC;43.73604;3.42895758056641;986,3;25;99.0;31.0
202211AC;43.73604;5929.26770351563;986,3;25;99.0;31.0
202211AC;43.73604;32.06071138916015;987,1;24,5;99.0;9.0
202211AC;43.73604;2004.3457439209;987,1;24,5;99.0;9.0
202211AC;43.73604;0.528358068847656;987,1;24,5;99.0;9.0
202211AC;43.73604;3.42895758056641;987,1;24,5;99.0;9.0
202211AC;43.73604;5929.26770351563;987,1;24,5;99.0;9.0
202211AC;43.73604;32.06071138916015;987,2;24;100.0;161.0
202211AC;43.73604;2004.3457439209;987,2;24;100.0;161.0
202211AC;43.73604;0.528358068847656;987,2;24;100.0;161.0
202211AC;43.73604;3.42895758056641;987,2;24;100.0;161.0
202211AC;43.73604;5929.26770351563;987,2;24;100.0;161.0
202211AC;43.73604;32.06071138916015;986,8;23,5;100.0;138.0
202211AC;43.73604;2004.3457439209;986,8;23,5;100.0;138.0
202211AC;43.73604;0.528358068847656;986,8;23,5;100.0;138.0
202211AC;43.73604;3.42895758056641;986,8;23,5;100.0;138.0
202211AC;43.73604;5929.26770351563;986,8;23,5;100.0;138.0
202211AC;43.73604;32.06071138916015;986,6;23,7;100.0;136.0
202211AC;43.73604;2004.3457439209;986,6;23,7;100.0;136.0
202211AC;43.73604;0.528358068847656;986,6;23,7;100.0;136.0
202211AC;43.73604;3.42895758056641;986,6;23,7;100.0;136.0
202211AC;43.73604;5929.26770351563;986,6;23,7;100.0;136.0
202211AC;43.73604;32.06071138916015;986,3;23,7;100.0;154.0
202211AC;43.73604;2004.3457439209;986,3;23,7;100.0;154.0
202211AC;43.73604;0.528358068847656;986,3;23,7;100.0;154.0
202211AC;43.73604;3.42895758056641;986,3;23,7;100.0;154.0
202211AC;43.73604;5929.26770351563;986,3;23,7;100.0;154.0
202211AC;43.73604;32.06071138916015;986,2;23,2;100.0;181.0
202211AC;43.73604;2004.3457439209;986,2;23,2;100.0;181.0
202211AC;43.73604;0.528358068847656;986,2;23,2;100.0;181.0
202211AC;43.73604;3.42895758056641;986,2;23,2;100.0;181.0
202211AC;43.73604;5929.26770351563;986,2;23,2;100.0;181.0
202211AC;43.73604;32.06071138916015;986,9;22,5;100.0;151.0
202211AC;43.73604;2004.3457439209;986,9;22,5;100.0;151.0
202211AC;43.73604;0.528358068847656;986,9;22,5;100.0;151.0
202211AC;43.73604;3.42895758056641;986,9;22,5;100.0;151.0
202211AC;43.73604;5929.26770351563;986,9;22,5;100.0;151.0
202211AC;43.73604;32.06071138916015;987,6;22,3;100.0;56.0
202211AC;43.73604;2004.3457439209;987,6;22,3;100.0;56.0
202211AC;43.73604;0.528358068847656;987,6;22,3;100.0;56.0
202211AC;43.73604;3.42895758056641;987,6;22,3;100.0;56.0
202211AC;43.73604;5929.26770351563;987,6;22,3;100.0;56.0
202211AC;43.73604;32.06071138916015;988,4;28,8;100.0;14.0
202211AC;43.73604;2004.3457439209;988,4;28,8;100.0;14.0
202211AC;43.73604;0.528358068847656;988,4;28,8;100.0;14.0
202211AC;43.73604;3.42895758056641;988,4;28,8;100.0;14.0
202211AC;43.73604;5929.26770351563;988,4;28,8;100.0;14.0
202211AC;43.73604;32.06071138916015;988,9;29,9;87.0;84.0
202211AC;43.73604;2004.3457439209;988,9;29,9;87.0;84.0
202211AC;43.73604;0.528358068847656;988,9;29,9;87.0;84.0
202211AC;43.73604;3.42895758056641;988,9;29,9;87.0;84.0
202211AC;43.73604;5929.26770351563;988,9;29,9;87.0;84.0
202211AC;43.73604;32.06071138916015;989,6;29,6;76.0;107.0
202211AC;43.73604;2004.3457439209;989,6;29,6;76.0;107.0
202211AC;43.73604;0.528358068847656;989,6;29,6;76.0;107.0
202211AC;43.73604;3.42895758056641;989,6;29,6;76.0;107.0
202211AC;43.73604;5929.26770351563;989,6;29,6;76.0;107.0
202211AC;43.73604;32.06071138916015;990;31,1;74.0;93.0
202211AC;43.73604;2004.3457439209;990;31,1;74.0;93.0
202211AC;43.73604;0.528358068847656;990;31,1;74.0;93.0
202211AC;43.73604;3.42895758056641;990;31,1;74.0;93.0
202211AC;43.73604;5929.26770351563;990;31,1;74.0;93.0
202211AC;43.73604;32.06071138916015;990,3;31,9;68.0;113.0
202211AC;43.73604;2004.3457439209;990,3;31,9;68.0;113.0
202211AC;43.73604;0.528358068847656;990,3;31,9;68.0;113.0
202211AC;43.73604;3.42895758056641;990,3;31,9;68.0;113.0
202211AC;43.73604;5929.26770351563;990,3;31,9;68.0;113.0
202211AC;43.73604;32.06071138916015;989,4;32,9;66.0;91.0
202211AC;43.73604;2004.3457439209;989,4;32,9;66.0;91.0
202211AC;43.73604;0.528358068847656;989,4;32,9;66.0;91.0
202211AC;43.73604;3.42895758056641;989,4;32,9;66.0;91.0
202211AC;43.73604;5929.26770351563;989,4;32,9;66.0;91.0
202211AC;43.73604;32.06071138916015;987,6;33,5;64.0;67.0
202211AC;43.73604;2004.3457439209;987,6;33,5;64.0;67.0
202211AC;43.73604;0.528358068847656;987,6;33,5;64.0;67.0
202211AC;43.73604;3.42895758056641;987,6;33,5;64.0;67.0
202211AC;43.73604;5929.26770351563;987,6;33,5;64.0;67.0
202211AC;43.73604;32.06071138916015;985,2;34;63.0;88.0
202211AC;43.73604;2004.3457439209;985,2;34;63.0;88.0
202211AC;43.73604;0.528358068847656;985,2;34;63.0;88.0
202211AC;43.73604;3.42895758056641;985,2;34;63.0;88.0
202211AC;43.73604;5929.26770351563;985,2;34;63.0;88.0
202211AC;43.73604;32.06071138916015;983,6;33,6;61.0;82.0
202211AC;43.73604;2004.3457439209;983,6;33,6;61.0;82.0
202211AC;43.73604;0.528358068847656;983,6;33,6;61.0;82.0
202211AC;43.73604;3.42895758056641;983,6;33,6;61.0;82.0
202211AC;43.73604;5929.26770351563;983,6;33,6;61.0;82.0
202211AC;43.73604;32.06071138916015;983,5;33,4;58.0;74.0
202211AC;43.73604;2004.3457439209;983,5;33,4;58.0;74.0
202211AC;43.73604;0.528358068847656;983,5;33,4;58.0;74.0
202211AC;43.73604;3.42895758056641;983,5;33,4;58.0;74.0
202211AC;43.73604;5929.26770351563;983,5;33,4;58.0;74.0
202211AC;43.73604;32.06071138916015;983,7;32,7;68.0;359.0
202211AC;43.73604;2004.3457439209;983,7;32,7;68.0;359.0
202211AC;43.73604;0.528358068847656;983,7;32,7;68.0;359.0
202211AC;43.73604;3.42895758056641;983,7;32,7;68.0;359.0
202211AC;43.73604;5929.26770351563;983,7;32,7;68.0;359.0
202211AC;43.73604;32.06071138916015;984,7;31,3;87.0;303.0
202211AC;43.73604;2004.3457439209;984,7;31,3;87.0;303.0
202211AC;43.73604;0.528358068847656;984,7;31,3;87.0;303.0
202211AC;43.73604;3.42895758056641;984,7;31,3;87.0;303.0
202211AC;43.73604;5929.26770351563;984,7;31,3;87.0;303.0
202211AC;43.73604;32.06071138916015;985,6;27,9;83.0;254.0
202211AC;43.73604;2004.3457439209;985,6;27,9;83.0;254.0
202211AC;43.73604;0.528358068847656;985,6;27,9;83.0;254.0
202211AC;43.73604;3.42895758056641;985,6;27,9;83.0;254.0
202211AC;43.73604;5929.26770351563;985,6;27,9;83.0;254.0
202211AC;43.73604;32.06071138916015;986,5;26,5;96.0;67.0
202211AC;43.73604;2004.3457439209;986,5;26,5;96.0;67.0
202211AC;43.73604;0.528358068847656;986,5;26,5;96.0;67.0
202211AC;43.73604;3.42895758056641;986,5;26,5;96.0;67.0
202211AC;43.73604;5929.26770351563;986,5;26,5;96.0;67.0
202211AC;43.73604;32.06071138916015;987,5;24,8;98.0;15.0
202211AC;43.73604;2004.3457439209;987,5;24,8;98.0;15.0
202211AC;43.73604;0.528358068847656;987,5;24,8;98.0;15.0
202211AC;43.73604;3.42895758056641;987,5;24,8;98.0;15.0
202211AC;43.73604;5929.26770351563;987,5;24,8;98.0;15.0
202211AC;43.73604;32.06071138916015;988,4;23,8;99.0;350.0
202211AC;43.73604;2004.3457439209;988,4;23,8;99.0;350.0
202211AC;43.73604;0.528358068847656;988,4;23,8;99.0;350.0
202211AC;43.73604;3.42895758056641;988,4;23,8;99.0;350.0
202211AC;43.73604;5929.26770351563;988,4;23,8;99.0;350.0
202211AC;43.73604;32.06071138916015;990;24,3;99.0;199.0
202211AC;43.73604;2004.3457439209;990;24,3;99.0;199.0
202211AC;43.73604;0.528358068847656;990;24,3;99.0;199.0
202211AC;43.73604;3.42895758056641;990;24,3;99.0;199.0
202211AC;43.73604;5929.26770351563;990;24,3;99.0;199.0
202211AC;43.73604;32.06071138916015;990;24,1;99.0;68.0
202211AC;43.73604;2004.3457439209;990;24,1;99.0;68.0
202211AC;43.73604;0.528358068847656;990;24,1;99.0;68.0
202211AC;43.73604;3.42895758056641;990;24,1;99.0;68.0
202211AC;43.73604;5929.26770351563;990;24,1;99.0;68.0
202211AC;43.73604;32.06071138916015;989,2;23,8;100.0;113.0
202211AC;43.73604;2004.3457439209;989,2;23,8;100.0;113.0
202211AC;43.73604;0.528358068847656;989,2;23,8;100.0;113.0
202211AC;43.73604;3.42895758056641;989,2;23,8;100.0;113.0
202211AC;43.73604;5929.26770351563;989,2;23,8;100.0;113.0
202211AC;43.73604;32.06071138916015;989,2;23,8;100.0;131.0
202211AC;43.73604;2004.3457439209;989,2;23,8;100.0;131.0
202211AC;43.73604;0.528358068847656;989,2;23,8;100.0;131.0
202211AC;43.73604;3.42895758056641;989,2;23,8;100.0;131.0
202211AC;43.73604;5929.26770351563;989,2;23,8;100.0;131.0
202211AC;43.73604;32.06071138916015;988,9;23,5;100.0;242.0
202211AC;43.73604;2004.3457439209;988,9;23,5;100.0;242.0
202211AC;43.73604;0.528358068847656;988,9;23,5;100.0;242.0
202211AC;43.73604;3.42895758056641;988,9;23,5;100.0;242.0
202211AC;43.73604;5929.26770351563;988,9;23,5;100.0;242.0
202211AC;43.73604;32.06071138916015;988,6;23;100.0;15.0
202211AC;43.73604;2004.3457439209;988,6;23;100.0;15.0
202211AC;43.73604;0.528358068847656;988,6;23;100.0;15.0
202211AC;43.73604;3.42895758056641;988,6;23;100.0;15.0
202211AC;43.73604;5929.26770351563;988,6;23;100.0;15.0
202211AC;43.73604;32.06071138916015;989;22,7;100.0;320.0
202211AC;43.73604;2004.3457439209;989;22,7;100.0;320.0
202211AC;43.73604;0.528358068847656;989;22,7;100.0;320.0
202211AC;43.73604;3.42895758056641;989;22,7;100.0;320.0
202211AC;43.73604;5929.26770351563;989;22,7;100.0;320.0
202211AC;43.73604;32.06071138916015;990;22,5;100.0;185.0
202211AC;43.73604;2004.3457439209;990;22,5;100.0;185.0
202211AC;43.73604;0.528358068847656;990;22,5;100.0;185.0
202211AC;43.73604;3.42895758056641;990;22,5;100.0;185.0
202211AC;43.73604;5929.26770351563;990;22,5;100.0;185.0
202211AC;43.73604;32.06071138916015;990,8;25,5;100.0;170.0
202211AC;43.73604;2004.3457439209;990,8;25,5;100.0;170.0
202211AC;43.73604;0.528358068847656;990,8;25,5;100.0;170.0
202211AC;43.73604;3.42895758056641;990,8;25,5;100.0;170.0
202211AC;43.73604;5929.26770351563;990,8;25,5;100.0;170.0
202211AC;43.73604;32.06071138916015;991,6;27,9;100.0;304.0
202211AC;43.73604;2004.3457439209;991,6;27,9;100.0;304.0
202211AC;43.73604;0.528358068847656;991,6;27,9;100.0;304.0
202211AC;43.73604;3.42895758056641;991,6;27,9;100.0;304.0
202211AC;43.73604;5929.26770351563;991,6;27,9;100.0;304.0
202211AC;43.73604;32.06071138916015;992,5;29,2;82.0;286.0
202211AC;43.73604;2004.3457439209;992,5;29,2;82.0;286.0
202211AC;43.73604;0.528358068847656;992,5;29,2;82.0;286.0
202211AC;43.73604;3.42895758056641;992,5;29,2;82.0;286.0
202211AC;43.73604;5929.26770351563;992,5;29,2;82.0;286.0
202211AC;43.73604;32.06071138916015;993;30,4;78.0;294.0
202211AC;43.73604;2004.3457439209;993;30,4;78.0;294.0
202211AC;43.73604;0.528358068847656;993;30,4;78.0;294.0
202211AC;43.73604;3.42895758056641;993;30,4;78.0;294.0
202211AC;43.73604;5929.26770351563;993;30,4;78.0;294.0
202211AC;43.73604;32.06071138916015;992,4;31,6;72.0;13.0
202211AC;43.73604;2004.3457439209;992,4;31,6;72.0;13.0
202211AC;43.73604;0.528358068847656;992,4;31,6;72.0;13.0
202211AC;43.73604;3.42895758056641;992,4;31,6;72.0;13.0
202211AC;43.73604;5929.26770351563;992,4;31,6;72.0;13.0
202211AC;43.73604;32.06071138916015;990,8;31,7;78.0;14.0
202211AC;43.73604;2004.3457439209;990,8;31,7;78.0;14.0
202211AC;43.73604;0.528358068847656;990,8;31,7;78.0;14.0
202211AC;43.73604;3.42895758056641;990,8;31,7;78.0;14.0
202211AC;43.73604;5929.26770351563;990,8;31,7;78.0;14.0
202211AC;43.73604;32.06071138916015;990;30,7;96.0;242.0
202211AC;43.73604;2004.3457439209;990;30,7;96.0;242.0
202211AC;43.73604;0.528358068847656;990;30,7;96.0;242.0
202211AC;43.73604;3.42895758056641;990;30,7;96.0;242.0
202211AC;43.73604;5929.26770351563;990;30,7;96.0;242.0
202211AC;43.73604;32.06071138916015;989,2;25,9;97.0;275.0
202211AC;43.73604;2004.3457439209;989,2;25,9;97.0;275.0
202211AC;43.73604;0.528358068847656;989,2;25,9;97.0;275.0
202211AC;43.73604;3.42895758056641;989,2;25,9;97.0;275.0
202211AC;43.73604;5929.26770351563;989,2;25,9;97.0;275.0
202211AC;43.73604;32.06071138916015;988,8;26,2;94.0;285.0
202211AC;43.73604;2004.3457439209;988,8;26,2;94.0;285.0
202211AC;43.73604;0.528358068847656;988,8;26,2;94.0;285.0
202211AC;43.73604;3.42895758056641;988,8;26,2;94.0;285.0
202211AC;43.73604;5929.26770351563;988,8;26,2;94.0;285.0
202211AC;43.73604;32.06071138916015;986,9;25,5;91.0;268.0
202211AC;43.73604;2004.3457439209;986,9;25,5;91.0;268.0
202211AC;43.73604;0.528358068847656;986,9;25,5;91.0;268.0
202211AC;43.73604;3.42895758056641;986,9;25,5;91.0;268.0
202211AC;43.73604;5929.26770351563;986,9;25,5;91.0;268.0
202211AC;43.73604;32.06071138916015;987,5;25,8;89.0;231.0
202211AC;43.73604;2004.3457439209;987,5;25,8;89.0;231.0
202211AC;43.73604;0.528358068847656;987,5;25,8;89.0;231.0
202211AC;43.73604;3.42895758056641;987,5;25,8;89.0;231.0
202211AC;43.73604;5929.26770351563;987,5;25,8;89.0;231.0
202211AC;43.73604;32.06071138916015;987,9;25,6;96.0;138.0
202211AC;43.73604;2004.3457439209;987,9;25,6;96.0;138.0
202211AC;43.73604;0.528358068847656;987,9;25,6;96.0;138.0
202211AC;43.73604;3.42895758056641;987,9;25,6;96.0;138.0
202211AC;43.73604;5929.26770351563;987,9;25,6;96.0;138.0
202211AC;43.73604;32.06071138916015;988,7;24,7;99.0;166.0
202211AC;43.73604;2004.3457439209;988,7;24,7;99.0;166.0
202211AC;43.73604;0.528358068847656;988,7;24,7;99.0;166.0
202211AC;43.73604;3.42895758056641;988,7;24,7;99.0;166.0
202211AC;43.73604;5929.26770351563;988,7;24,7;99.0;166.0
202211AC;43.73604;32.06071138916015;989,9;23,5;100.0;169.0
202211AC;43.73604;2004.3457439209;989,9;23,5;100.0;169.0
